sexe	preusuel	annais	nombre
1	AIME	1988	15
1	AIME	1989	10
1	AIME	1990	17
1	AIME	1991	10
1	AIME	1992	11
1	AIME	1993	16
1	AIME	1994	16
1	AIME	1995	29
1	AIME	1996	17
1	AIME	1997	17
1	AIME	1998	18
1	AIME	1999	30
1	AIME	2000	25
1	AIME	2001	33
1	AIME	2002	39
1	AIME	2003	44
1	AIME	2004	27
1	AIME	2005	33
1	AIME	2006	48
1	AIME	2007	42
1	AIME	2008	43
1	AIME	2009	40
1	AIME	2010	35
1	AIME	2011	21
1	AIME	2012	10
1	AIME	2014	7
1	AIME	2015	6
1	AIME	2016	8
1	AIME	XXXX	1
1	AIMED	1972	3
1	AIMED	1973	5
1	AIMED	1974	4
1	AIMED	1975	3
1	AIMED	1977	3
1	AIMED	1978	4
1	AIMED	1982	4
1	AIMED	1985	4
1	AIMED	1986	3
1	AIMED	2000	3
1	AIMED	XXXX	47
1	AIMEN	1977	3
1	AIMEN	1979	4
1	AIMEN	1980	7
1	AIMEN	1981	10
1	AIMEN	1982	20
1	AIMEN	1983	25
1	AIMEN	1984	27
1	AIMEN	1985	36
1	AIMEN	1986	26
1	AIMEN	1987	24
1	AIMEN	1988	24
1	AIMEN	1989	24
1	AIMEN	1990	15
1	AIMEN	1991	11
1	AIMEN	1992	25
1	AIMEN	1993	16
1	AIMEN	1994	21
1	AIMEN	1995	13
1	AIMEN	1996	11
1	AIMEN	1997	16
1	AIMEN	1998	19
1	AIMEN	1999	29
1	AIMEN	2000	28
1	AIMEN	2001	39
1	AIMEN	2002	37
1	AIMEN	2003	38
1	AIMEN	2004	53
1	AIMEN	2005	44
1	AIMEN	2006	38
1	AIMEN	2007	28
1	AIMEN	2008	18
1	AIMEN	2009	25
1	AIMEN	2010	20
1	AIMEN	2011	12
1	AIMEN	2012	6
1	AIMEN	2014	3
1	AIMEN	2015	6
1	AIMEN	2016	3
1	AIMEN	XXXX	11
1	AIMENE	1993	3
1	AIMENE	1998	3
1	AIMENE	1999	3
1	AIMENE	2001	3
1	AIMENE	2002	9
1	AIMENE	2003	4
1	AIMENE	2004	7
1	AIMENE	2005	5
1	AIMENE	2006	5
1	AIMENE	2007	4
1	AIMENE	2008	5
1	AIMENE	2009	3
1	AIMENE	2011	3
1	AIMENE	XXXX	13
1	AIMERIC	1972	6
1	AIMERIC	1973	8
1	AIMERIC	1976	4
1	AIMERIC	1977	4
1	AIMERIC	1978	4
1	AIMERIC	1979	13
1	AIMERIC	1980	11
1	AIMERIC	1981	16
1	AIMERIC	1982	16
1	AIMERIC	1983	9
1	AIMERIC	1984	20
1	AIMERIC	1985	16
1	AIMERIC	1986	13
1	AIMERIC	1987	22
1	AIMERIC	1988	15
1	AIMERIC	1989	18
1	AIMERIC	1990	8
1	AIMERIC	1991	22
1	AIMERIC	1992	36
1	AIMERIC	1993	20
1	AIMERIC	1994	35
1	AIMERIC	1995	33
1	AIMERIC	1996	22
1	AIMERIC	1997	20
1	AIMERIC	1998	24
1	AIMERIC	1999	28
1	AIMERIC	2000	32
1	AIMERIC	2001	32
1	AIMERIC	2002	22
1	AIMERIC	2003	19
1	AIMERIC	2004	24
1	AIMERIC	2005	28
1	AIMERIC	2006	16
1	AIMERIC	2007	13
1	AIMERIC	2008	18
1	AIMERIC	2009	16
1	AIMERIC	2010	23
1	AIMERIC	2011	10
1	AIMERIC	2012	6
1	AIMERIC	2013	9
1	AIMERIC	2014	8
1	AIMERIC	2015	3
1	AIMERIC	2017	4
1	AIMERIC	XXXX	18
1	AIMERICK	1984	3
1	AIMERICK	1991	3
1	AIMERICK	1993	7
1	AIMERICK	1994	17
1	AIMERICK	1995	10
1	AIMERICK	1996	10
1	AIMERICK	1998	6
1	AIMERICK	1999	7
1	AIMERICK	2000	4
1	AIMERICK	2001	5
1	AIMERICK	2002	3
1	AIMERICK	2003	4
1	AIMERICK	2004	3
1	AIMERICK	2005	6
1	AIMERICK	2006	8
1	AIMERICK	2007	6
1	AIMERICK	2008	4
1	AIMERICK	2009	3
1	AIMERICK	2010	3
1	AIMERICK	XXXX	23
1	AIMERY	1959	3
1	AIMERY	1966	3
1	AIMERY	1967	4
1	AIMERY	1968	3
1	AIMERY	1970	4
1	AIMERY	1972	3
1	AIMERY	1978	6
1	AIMERY	1980	3
1	AIMERY	1982	6
1	AIMERY	1986	3
1	AIMERY	1987	3
1	AIMERY	1988	4
1	AIMERY	1990	7
1	AIMERY	1991	5
1	AIMERY	1993	6
1	AIMERY	1994	7
1	AIMERY	1995	10
1	AIMERY	1996	5
1	AIMERY	1997	5
1	AIMERY	1998	6
1	AIMERY	1999	5
1	AIMERY	2000	6
1	AIMERY	2001	7
1	AIMERY	2002	7
1	AIMERY	2003	3
1	AIMERY	2004	7
1	AIMERY	2005	7
1	AIMERY	2006	9
1	AIMERY	2007	7
1	AIMERY	2008	6
1	AIMERY	2009	7
1	AIMERY	2010	7
1	AIMERY	2011	8
1	AIMERY	2012	8
1	AIMERY	2013	14
1	AIMERY	2014	6
1	AIMERY	2015	6
1	AIMERY	2016	7
1	AIMERY	2017	10
1	AIMERY	XXXX	55
1	AIMERYC	1986	3
1	AIMERYC	1996	4
1	AIMERYC	2014	3
1	AIMERYC	XXXX	18
1	AIMINE	2013	3
1	AIMINE	XXXX	22
1	AIMRAN	2010	3
1	AIMRAN	2015	4
1	AIMRAN	XXXX	22
1	AIMRANE	2010	3
1	AIMRANE	2011	4
1	AIMRANE	2017	3
1	AIMRANE	XXXX	13
1	AIMÉ	1918	6
1	AIMÉ	1920	4
1	AIMÉ	1921	8
1	AIMÉ	1922	14
1	AIMÉ	1923	12
1	AIMÉ	1924	16
1	AIMÉ	1925	15
1	AIMÉ	1926	19
1	AIMÉ	1927	10
1	AIMÉ	1928	14
1	AIMÉ	1929	17
1	AIMÉ	1930	18
1	AIMÉ	1931	15
1	AIMÉ	1932	7
1	AIMÉ	1933	17
1	AIMÉ	1934	12
1	AIMÉ	1935	8
1	AIMÉ	1936	15
1	AIMÉ	1937	8
1	AIMÉ	1938	13
1	AIMÉ	1939	17
1	AIMÉ	1940	12
1	AIMÉ	1941	11
1	AIMÉ	1942	8
1	AIMÉ	1943	6
1	AIMÉ	1944	8
1	AIMÉ	1945	11
1	AIMÉ	1946	15
1	AIMÉ	1947	14
1	AIMÉ	1948	10
1	AIMÉ	1949	7
1	AIMÉ	1950	7
1	AIMÉ	1951	8
1	AIMÉ	1952	7
1	AIMÉ	1953	7
1	AIMÉ	1954	10
1	AIMÉ	1955	4
1	AIMÉ	1956	5
1	AIMÉ	1957	7
1	AIMÉ	1958	4
1	AIMÉ	1959	6
1	AIMÉ	1960	5
1	AIMÉ	1961	7
1	AIMÉ	1962	6
1	AIMÉ	1964	6
1	AIMÉ	1965	7
1	AIMÉ	1966	3
1	AIMÉ	1967	5
1	AIMÉ	1968	5
1	AIMÉ	1969	4
1	AIMÉ	1971	3
1	AIMÉ	1972	4
1	AIMÉ	1974	4
1	AIMÉ	1978	3
1	AIMÉ	1985	4
1	AIMÉ	1987	3
1	AIMÉ	1990	6
1	AIMÉ	1992	3
1	AIMÉ	1995	3
1	AIMÉ	1996	6
1	AIMÉ	1997	5
1	AIMÉ	1998	10
1	AIMÉ	2010	15
1	AIMÉ	2011	32
1	AIMÉ	2012	48
1	AIMÉ	2013	47
1	AIMÉ	2014	47
1	AIMÉ	2015	55
1	AIMÉ	2016	59
1	AIMÉ	2017	61
1	AIMÉ	XXXX	29
1	AIMÉE	1904	3
1	AIMÉE	1906	5
1	AIMÉE	1907	6
1	AIMÉE	1909	3
1	AIMÉE	1910	3
1	AIMÉE	1911	5
1	AIMÉE	1912	4
1	AIMÉE	1914	3
1	AIMÉE	1921	3
1	AIMÉE	1923	4
1	AIMÉE	1925	3
1	AIMÉE	1931	3
1	AIMÉE	1933	3
1	AIMÉE	1937	3
1	AIMÉE	XXXX	40
1	AINA	1986	5
1	AINA	1987	3
1	AINA	1991	5
1	AINA	1994	3
1	AINA	2000	5
1	AINA	2002	3
1	AINA	2003	4
1	AINA	2004	4
1	AINA	2005	3
1	AINA	2006	7
1	AINA	2010	4
1	AINA	2011	3
1	AINA	2012	4
1	AINA	2013	6
1	AINA	2014	4
1	AINA	2015	4
1	AINA	XXXX	36
1	AINIS	2008	4
1	AINIS	XXXX	26
1	AINSLEY	2003	4
1	AINSLEY	2004	3
1	AINSLEY	XXXX	16
1	AIOUB	1996	3
1	AIOUB	XXXX	28
1	AIRES	1972	8
1	AIRES	XXXX	19
1	AIRON	2004	4
1	AIRON	2007	4
1	AIRON	2009	6
1	AIRON	XXXX	13
1	AIRY	1965	3
1	AIRY	1980	5
1	AIRY	1993	3
1	AIRY	2006	3
1	AIRY	XXXX	46
1	AISAM	1987	3
1	AISAM	1988	5
1	AISAM	XXXX	25
1	AISSA	1939	4
1	AISSA	1941	3
1	AISSA	1945	4
1	AISSA	1946	7
1	AISSA	1947	6
1	AISSA	1948	10
1	AISSA	1949	7
1	AISSA	1950	10
1	AISSA	1951	8
1	AISSA	1952	11
1	AISSA	1953	9
1	AISSA	1954	10
1	AISSA	1955	17
1	AISSA	1956	14
1	AISSA	1957	23
1	AISSA	1958	30
1	AISSA	1959	25
1	AISSA	1960	32
1	AISSA	1961	29
1	AISSA	1962	35
1	AISSA	1963	33
1	AISSA	1964	42
1	AISSA	1965	46
1	AISSA	1966	59
1	AISSA	1967	52
1	AISSA	1968	50
1	AISSA	1969	59
1	AISSA	1970	55
1	AISSA	1971	47
1	AISSA	1972	47
1	AISSA	1973	50
1	AISSA	1974	36
1	AISSA	1975	43
1	AISSA	1976	29
1	AISSA	1977	35
1	AISSA	1978	53
1	AISSA	1979	27
1	AISSA	1980	43
1	AISSA	1981	37
1	AISSA	1982	44
1	AISSA	1983	44
1	AISSA	1984	42
1	AISSA	1985	30
1	AISSA	1986	41
1	AISSA	1987	43
1	AISSA	1988	32
1	AISSA	1989	28
1	AISSA	1990	29
1	AISSA	1991	42
1	AISSA	1992	42
1	AISSA	1993	32
1	AISSA	1994	20
1	AISSA	1995	32
1	AISSA	1996	31
1	AISSA	1997	20
1	AISSA	1998	23
1	AISSA	1999	37
1	AISSA	2000	39
1	AISSA	2001	51
1	AISSA	2002	64
1	AISSA	2003	53
1	AISSA	2004	72
1	AISSA	2005	71
1	AISSA	2006	77
1	AISSA	2007	95
1	AISSA	2008	92
1	AISSA	2009	100
1	AISSA	2010	64
1	AISSA	2011	29
1	AISSA	2012	32
1	AISSA	2013	23
1	AISSA	2014	33
1	AISSA	2015	36
1	AISSA	2016	19
1	AISSA	2017	27
1	AISSA	XXXX	14
1	AISSAM	1975	5
1	AISSAM	1977	6
1	AISSAM	1978	9
1	AISSAM	1979	7
1	AISSAM	1980	7
1	AISSAM	1981	15
1	AISSAM	1982	7
1	AISSAM	1983	12
1	AISSAM	1984	21
1	AISSAM	1985	10
1	AISSAM	1986	11
1	AISSAM	1987	11
1	AISSAM	1988	7
1	AISSAM	1989	13
1	AISSAM	1990	8
1	AISSAM	1991	14
1	AISSAM	1992	13
1	AISSAM	1993	7
1	AISSAM	1994	9
1	AISSAM	1995	13
1	AISSAM	1996	6
1	AISSAM	1997	11
1	AISSAM	1998	5
1	AISSAM	1999	13
1	AISSAM	2000	6
1	AISSAM	2001	11
1	AISSAM	2002	12
1	AISSAM	2003	14
1	AISSAM	2004	14
1	AISSAM	2005	14
1	AISSAM	2006	12
1	AISSAM	2007	14
1	AISSAM	2008	9
1	AISSAM	2009	15
1	AISSAM	2010	17
1	AISSAM	2011	5
1	AISSAM	2012	4
1	AISSAM	2013	3
1	AISSAM	2014	6
1	AISSAM	2015	5
1	AISSAM	2016	5
1	AISSAM	2017	3
1	AISSAM	XXXX	7
1	AISSAME	1978	3
1	AISSAME	1984	3
1	AISSAME	1989	3
1	AISSAME	1998	3
1	AISSAME	XXXX	25
1	AISSAR	XXXX	20
1	AITOR	1976	3
1	AITOR	1977	3
1	AITOR	1978	3
1	AITOR	1979	5
1	AITOR	1987	3
1	AITOR	1993	3
1	AITOR	1996	6
1	AITOR	1997	3
1	AITOR	1999	4
1	AITOR	2000	9
1	AITOR	2001	3
1	AITOR	2002	5
1	AITOR	2003	4
1	AITOR	2005	5
1	AITOR	2006	5
1	AITOR	2007	4
1	AITOR	2008	8
1	AITOR	2009	5
1	AITOR	2010	7
1	AITOR	2011	4
1	AITOR	2012	10
1	AITOR	2013	7
1	AITOR	2014	8
1	AITOR	2015	5
1	AITOR	2016	8
1	AITOR	2017	6
1	AITOR	XXXX	43
1	AIXANDRE	2001	4
1	AIXANDRE	2006	4
1	AIXANDRE	2008	3
1	AIXANDRE	XXXX	17
1	AIYOUB	2004	4
1	AIYOUB	2008	3
1	AIYOUB	XXXX	19
1	AJAD	2013	4
1	AJAD	2017	3
1	AJAD	XXXX	14
1	AJAN	2008	4
1	AJAN	2012	9
1	AJAN	2013	12
1	AJAN	2014	13
1	AJAN	2015	11
1	AJAN	2016	17
1	AJAN	2017	13
1	AJAN	XXXX	11
1	AJANTHAN	1995	3
1	AJANTHAN	2006	3
1	AJANTHAN	XXXX	21
1	AJAY	1993	3
1	AJAY	2002	3
1	AJAY	2005	4
1	AJAY	2006	5
1	AJAY	2007	7
1	AJAY	2008	5
1	AJAY	2009	8
1	AJAY	2010	7
1	AJAY	2011	9
1	AJAY	2012	13
1	AJAY	2013	11
1	AJAY	2014	11
1	AJAY	2015	10
1	AJAY	2016	11
1	AJAY	2017	10
1	AJAY	XXXX	21
1	AJDIN	2006	4
1	AJDIN	2008	4
1	AJDIN	2009	4
1	AJDIN	2010	3
1	AJDIN	2011	4
1	AJDIN	2014	5
1	AJDIN	XXXX	12
1	AJMAL	2012	4
1	AJMAL	XXXX	16
1	AKA	2006	4
1	AKA	2016	3
1	AKA	XXXX	22
1	AKAN	1990	3
1	AKAN	2012	3
1	AKAN	XXXX	23
1	AKASH	1997	5
1	AKASH	1998	6
1	AKASH	1999	4
1	AKASH	2000	5
1	AKASH	2001	4
1	AKASH	2002	7
1	AKASH	2003	9
1	AKASH	2004	7
1	AKASH	2005	5
1	AKASH	2006	5
1	AKASH	2007	6
1	AKASH	2008	6
1	AKASH	2009	4
1	AKASH	2010	4
1	AKASH	2011	8
1	AKASH	2012	8
1	AKASH	2013	6
1	AKASH	2014	4
1	AKASH	2015	5
1	AKASH	2016	3
1	AKASH	2017	4
1	AKASH	XXXX	11
1	AKAY	2010	4
1	AKAY	2011	3
1	AKAY	XXXX	15
1	AKBAR	2005	3
1	AKBAR	2013	3
1	AKBAR	XXXX	21
1	AKCEL	2015	5
1	AKCEL	2017	4
1	AKCEL	XXXX	18
1	AKEEM	2007	3
1	AKEEM	2015	3
1	AKEEM	2016	4
1	AKEEM	2017	3
1	AKEEM	XXXX	18
1	AKHIL	2013	4
1	AKHIL	XXXX	17
1	AKHIM	1971	3
1	AKHIM	1993	3
1	AKHIM	XXXX	21
1	AKHMAD	2014	4
1	AKHMAD	2015	3
1	AKHMAD	2017	6
1	AKHMAD	XXXX	11
1	AKHMED	2008	5
1	AKHMED	2010	7
1	AKHMED	2013	5
1	AKHMED	2014	3
1	AKHMED	2016	5
1	AKHMED	2017	3
1	AKHMED	XXXX	9
1	AKIF	1976	3
1	AKIF	1977	3
1	AKIF	1982	3
1	AKIF	1983	3
1	AKIF	1986	5
1	AKIF	1987	4
1	AKIF	1989	3
1	AKIF	1990	4
1	AKIF	1991	5
1	AKIF	1992	6
1	AKIF	1993	4
1	AKIF	1994	4
1	AKIF	1995	4
1	AKIF	1996	4
1	AKIF	1997	6
1	AKIF	1998	4
1	AKIF	2000	4
1	AKIF	2001	7
1	AKIF	2002	4
1	AKIF	2003	4
1	AKIF	2004	3
1	AKIF	2005	4
1	AKIF	2006	7
1	AKIF	2007	5
1	AKIF	2008	3
1	AKIF	2009	6
1	AKIF	2010	4
1	AKIF	2011	9
1	AKIF	2012	10
1	AKIF	2013	19
1	AKIF	2014	26
1	AKIF	2015	13
1	AKIF	2016	13
1	AKIF	2017	10
1	AKIF	XXXX	14
1	AKIL	1984	3
1	AKIL	1985	3
1	AKIL	1987	5
1	AKIL	1988	3
1	AKIL	1992	3
1	AKIL	2001	5
1	AKIL	2002	6
1	AKIL	2003	6
1	AKIL	2004	7
1	AKIL	2005	3
1	AKIL	2006	6
1	AKIL	2007	9
1	AKIL	2008	7
1	AKIL	2009	4
1	AKIL	2010	11
1	AKIL	2011	9
1	AKIL	2012	20
1	AKIL	2013	15
1	AKIL	2014	15
1	AKIL	2015	15
1	AKIL	2016	13
1	AKIL	2017	24
1	AKIL	XXXX	26
1	AKILAN	2010	3
1	AKILAN	XXXX	25
1	AKIM	1959	5
1	AKIM	1960	7
1	AKIM	1961	12
1	AKIM	1962	11
1	AKIM	1963	14
1	AKIM	1964	11
1	AKIM	1965	32
1	AKIM	1966	79
1	AKIM	1967	91
1	AKIM	1968	118
1	AKIM	1969	90
1	AKIM	1970	98
1	AKIM	1971	105
1	AKIM	1972	120
1	AKIM	1973	135
1	AKIM	1974	132
1	AKIM	1975	136
1	AKIM	1976	120
1	AKIM	1977	104
1	AKIM	1978	97
1	AKIM	1979	115
1	AKIM	1980	103
1	AKIM	1981	96
1	AKIM	1982	96
1	AKIM	1983	71
1	AKIM	1984	82
1	AKIM	1985	94
1	AKIM	1986	87
1	AKIM	1987	67
1	AKIM	1988	72
1	AKIM	1989	78
1	AKIM	1990	85
1	AKIM	1991	70
1	AKIM	1992	77
1	AKIM	1993	78
1	AKIM	1994	82
1	AKIM	1995	75
1	AKIM	1996	63
1	AKIM	1997	52
1	AKIM	1998	60
1	AKIM	1999	66
1	AKIM	2000	53
1	AKIM	2001	50
1	AKIM	2002	51
1	AKIM	2003	37
1	AKIM	2004	32
1	AKIM	2005	27
1	AKIM	2006	21
1	AKIM	2007	29
1	AKIM	2008	19
1	AKIM	2009	27
1	AKIM	2010	30
1	AKIM	2011	23
1	AKIM	2012	25
1	AKIM	2013	15
1	AKIM	2014	15
1	AKIM	2015	11
1	AKIM	2016	18
1	AKIM	2017	19
1	AKIM	XXXX	5
1	AKIME	1966	4
1	AKIME	1977	3
1	AKIME	1979	3
1	AKIME	1987	3
1	AKIME	XXXX	33
1	AKIN	1975	3
1	AKIN	1976	4
1	AKIN	1977	3
1	AKIN	1978	3
1	AKIN	1979	6
1	AKIN	1980	3
1	AKIN	1982	5
1	AKIN	1983	3
1	AKIN	1985	4
1	AKIN	1987	3
1	AKIN	1988	4
1	AKIN	1990	5
1	AKIN	1991	11
1	AKIN	1992	6
1	AKIN	1993	6
1	AKIN	1994	6
1	AKIN	1995	6
1	AKIN	1996	9
1	AKIN	1997	10
1	AKIN	1998	8
1	AKIN	1999	10
1	AKIN	2000	5
1	AKIN	2001	9
1	AKIN	2002	9
1	AKIN	2003	8
1	AKIN	2004	9
1	AKIN	2005	7
1	AKIN	2006	18
1	AKIN	2007	15
1	AKIN	2008	17
1	AKIN	2009	9
1	AKIN	2010	8
1	AKIN	2011	7
1	AKIN	2012	9
1	AKIN	2013	9
1	AKIN	2014	4
1	AKIN	2016	6
1	AKIN	2017	3
1	AKIN	XXXX	12
1	AKIO	2010	3
1	AKIO	2011	4
1	AKIO	2014	3
1	AKIO	2015	3
1	AKIO	2016	3
1	AKIO	2017	4
1	AKIO	XXXX	17
1	AKIRA	1988	4
1	AKIRA	1999	3
1	AKIRA	2002	3
1	AKIRA	2004	3
1	AKIRA	2005	5
1	AKIRA	2006	8
1	AKIRA	2007	8
1	AKIRA	2008	3
1	AKIRA	2009	5
1	AKIRA	2010	12
1	AKIRA	2011	5
1	AKIRA	2012	5
1	AKIRA	2013	10
1	AKIRA	2014	5
1	AKIRA	2015	3
1	AKIRA	2016	9
1	AKIRA	2017	9
1	AKIRA	XXXX	21
1	AKITO	2014	3
1	AKITO	2015	3
1	AKITO	XXXX	15
1	AKIVA	2003	4
1	AKIVA	2005	3
1	AKIVA	2006	4
1	AKIVA	2011	3
1	AKIVA	2012	3
1	AKIVA	2013	3
1	AKIVA	2014	3
1	AKIVA	2017	7
1	AKIVA	XXXX	22
1	AKLI	1946	4
1	AKLI	1947	4
1	AKLI	1948	8
1	AKLI	1949	8
1	AKLI	1950	8
1	AKLI	1951	10
1	AKLI	1952	11
1	AKLI	1953	10
1	AKLI	1954	12
1	AKLI	1955	7
1	AKLI	1956	10
1	AKLI	1957	15
1	AKLI	1958	16
1	AKLI	1959	11
1	AKLI	1960	17
1	AKLI	1961	20
1	AKLI	1962	22
1	AKLI	1963	13
1	AKLI	1964	18
1	AKLI	1965	23
1	AKLI	1966	19
1	AKLI	1967	20
1	AKLI	1968	11
1	AKLI	1969	19
1	AKLI	1970	23
1	AKLI	1971	6
1	AKLI	1972	13
1	AKLI	1973	8
1	AKLI	1974	16
1	AKLI	1975	12
1	AKLI	1976	11
1	AKLI	1977	8
1	AKLI	1978	9
1	AKLI	1979	12
1	AKLI	1980	12
1	AKLI	1981	14
1	AKLI	1982	14
1	AKLI	1983	7
1	AKLI	1984	11
1	AKLI	1985	5
1	AKLI	1986	9
1	AKLI	1987	9
1	AKLI	1988	5
1	AKLI	1989	3
1	AKLI	1990	5
1	AKLI	1991	3
1	AKLI	1992	7
1	AKLI	1993	4
1	AKLI	1994	8
1	AKLI	1995	4
1	AKLI	1996	5
1	AKLI	1997	4
1	AKLI	1998	5
1	AKLI	1999	5
1	AKLI	2000	6
1	AKLI	2001	5
1	AKLI	2002	4
1	AKLI	2003	6
1	AKLI	2004	6
1	AKLI	2005	10
1	AKLI	2006	5
1	AKLI	2008	6
1	AKLI	2009	6
1	AKLI	2010	3
1	AKLI	2011	4
1	AKLI	2012	10
1	AKLI	2013	6
1	AKLI	2014	7
1	AKLI	2015	6
1	AKLI	2016	6
1	AKLI	2017	5
1	AKLI	XXXX	1
1	AKMAL	2016	4
1	AKMAL	2017	5
1	AKMAL	XXXX	23
1	AKO	XXXX	22
1	AKRAM	1973	6
1	AKRAM	1975	8
1	AKRAM	1976	5
1	AKRAM	1977	4
1	AKRAM	1978	12
1	AKRAM	1979	17
1	AKRAM	1980	12
1	AKRAM	1981	24
1	AKRAM	1982	19
1	AKRAM	1983	29
1	AKRAM	1984	23
1	AKRAM	1985	26
1	AKRAM	1986	25
1	AKRAM	1987	19
1	AKRAM	1988	19
1	AKRAM	1989	18
1	AKRAM	1990	18
1	AKRAM	1991	19
1	AKRAM	1992	16
1	AKRAM	1993	20
1	AKRAM	1994	14
1	AKRAM	1995	15
1	AKRAM	1996	25
1	AKRAM	1997	22
1	AKRAM	1998	19
1	AKRAM	1999	33
1	AKRAM	2000	24
1	AKRAM	2001	39
1	AKRAM	2002	47
1	AKRAM	2003	60
1	AKRAM	2004	50
1	AKRAM	2005	67
1	AKRAM	2006	60
1	AKRAM	2007	59
1	AKRAM	2008	74
1	AKRAM	2009	73
1	AKRAM	2010	72
1	AKRAM	2011	78
1	AKRAM	2012	99
1	AKRAM	2013	95
1	AKRAM	2014	111
1	AKRAM	2015	81
1	AKRAM	2016	97
1	AKRAM	2017	106
1	AKRAM	XXXX	7
1	AKRAME	1981	3
1	AKRAME	1989	3
1	AKRAME	2000	4
1	AKRAME	2001	3
1	AKRAME	2003	3
1	AKRAME	2004	4
1	AKRAME	2005	8
1	AKRAME	2007	7
1	AKRAME	2008	3
1	AKRAME	2010	9
1	AKRAME	2011	3
1	AKRAME	2012	3
1	AKRAME	2015	4
1	AKRAME	XXXX	25
1	AKREM	1999	3
1	AKREM	2006	3
1	AKREM	2008	3
1	AKREM	XXXX	31
1	AKSEL	1985	4
1	AKSEL	1986	7
1	AKSEL	1987	5
1	AKSEL	1988	7
1	AKSEL	1989	3
1	AKSEL	1991	10
1	AKSEL	1992	3
1	AKSEL	1993	3
1	AKSEL	1994	14
1	AKSEL	1995	10
1	AKSEL	1996	12
1	AKSEL	1997	15
1	AKSEL	1998	20
1	AKSEL	1999	15
1	AKSEL	2000	16
1	AKSEL	2001	19
1	AKSEL	2002	29
1	AKSEL	2003	33
1	AKSEL	2004	40
1	AKSEL	2005	46
1	AKSEL	2006	71
1	AKSEL	2007	77
1	AKSEL	2008	93
1	AKSEL	2009	95
1	AKSEL	2010	122
1	AKSEL	2011	115
1	AKSEL	2012	133
1	AKSEL	2013	145
1	AKSEL	2014	148
1	AKSEL	2015	131
1	AKSEL	2016	142
1	AKSEL	2017	176
1	AKSEL	XXXX	10
1	AKSHAN	2011	3
1	AKSHAN	2014	3
1	AKSHAN	2016	4
1	AKSHAN	XXXX	10
1	AKSHAY	1994	4
1	AKSHAY	1995	4
1	AKSHAY	2010	4
1	AKSHAY	2011	3
1	AKSHAY	2013	3
1	AKSHAY	2014	5
1	AKSHAY	2016	6
1	AKSHAY	2017	4
1	AKSHAY	XXXX	19
1	AKSHAYAN	2004	3
1	AKSHAYAN	2008	4
1	AKSHAYAN	2009	7
1	AKSHAYAN	2013	5
1	AKSHAYAN	2014	4
1	AKSHAYAN	2015	7
1	AKSHAYAN	2016	4
1	AKSHAYAN	2017	8
1	AKSHAYAN	XXXX	9
1	AKSIL	1999	3
1	AKSIL	2002	3
1	AKSIL	2003	3
1	AKSIL	2004	5
1	AKSIL	2005	5
1	AKSIL	2006	6
1	AKSIL	2007	8
1	AKSIL	2008	15
1	AKSIL	2009	20
1	AKSIL	2010	16
1	AKSIL	2011	26
1	AKSIL	2012	43
1	AKSIL	2013	43
1	AKSIL	2014	68
1	AKSIL	2015	74
1	AKSIL	2016	93
1	AKSIL	2017	87
1	AKSIL	XXXX	3
1	AKSYL	2008	3
1	AKSYL	2013	3
1	AKSYL	2014	3
1	AKSYL	2017	4
1	AKSYL	XXXX	7
1	AKYM	2017	3
1	AKYM	XXXX	26
1	AL	1964	3
1	AL	1974	4
1	AL	1976	3
1	AL	1981	5
1	AL	1983	9
1	AL	1984	5
1	AL	1985	10
1	AL	1986	7
1	AL	1987	4
1	AL	1988	4
1	AL	1990	3
1	AL	1991	10
1	AL	1992	3
1	AL	1993	5
1	AL	1994	3
1	AL	1995	4
1	AL	1996	9
1	AL	1997	7
1	AL	1998	9
1	AL	1999	6
1	AL	2000	6
1	AL	2001	6
1	AL	2002	17
1	AL	2003	5
1	AL	2004	12
1	AL	2005	11
1	AL	2006	13
1	AL	2007	8
1	AL	2008	10
1	AL	2009	13
1	AL	2010	13
1	AL	2011	17
1	AL	2012	17
1	AL	2013	10
1	AL	2014	15
1	AL	2015	13
1	AL	2016	12
1	AL	2017	28
1	AL	XXXX	11
1	AL-AMINE	2010	3
1	AL-AMINE	2016	5
1	AL-AMINE	XXXX	16
1	AL-HASSAN	1999	3
1	AL-HASSAN	2013	4
1	AL-HASSAN	2014	7
1	AL-HASSAN	2016	4
1	AL-HASSAN	2017	8
1	AL-HASSAN	XXXX	20
1	ALA	1983	4
1	ALA	1987	3
1	ALA	1988	4
1	ALA	1989	6
1	ALA	1993	3
1	ALA	1995	3
1	ALA	1999	5
1	ALA	2001	3
1	ALA	2002	3
1	ALA	2003	3
1	ALA	2006	4
1	ALA	2007	3
1	ALA	2009	4
1	ALA	2013	5
1	ALA	2016	3
1	ALA	XXXX	37
1	ALA-EDDINE	1991	5
1	ALA-EDDINE	1992	5
1	ALA-EDDINE	1993	6
1	ALA-EDDINE	1997	5
1	ALA-EDDINE	2001	5
1	ALA-EDDINE	XXXX	38
1	ALAA	1980	3
1	ALAA	1983	4
1	ALAA	1984	3
1	ALAA	1985	5
1	ALAA	1987	6
1	ALAA	1988	3
1	ALAA	1989	5
1	ALAA	1990	3
1	ALAA	1991	5
1	ALAA	1992	6
1	ALAA	1995	4
1	ALAA	1997	8
1	ALAA	1999	3
1	ALAA	2000	4
1	ALAA	2001	10
1	ALAA	2002	3
1	ALAA	2003	5
